myownaccuracy,respcorrs,minNrPractice,considerNrTrials,Instr_resp.keys,Instr_resp.rt,taskGoresp.keys,taskGoresp.rt,warmup_resp.keys,warmup_resp.corr,warmup_resp.rt,myownaccuracyCORR,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,first_character,second_character,Cue,left_categ,centleft_categ,centright_categ,right_categ,corr_ans,trial_cond,switch_cond,cuedCharacter,obj_category,image,participant,date,expName,psychopyVersion,OS,frameRate,task_resp.keys,task_resp.corr,task_resp.rt,task_loop.thisRepN,task_loop.thisTrialN,task_loop.thisN,task_loop.thisIndex,task_loop.ran,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,list_loop.ran,conditions
1,"[1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1]",,,,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,2,1,3,stimuli/m2.jpg,Electronic device & accessory,stimuli/objects/dvdplayer.jpg,28,2021-11-29_18h31.55.145,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,2,1,1.2998,0,26,26,26,1,,,,,,
1,"[1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1]",,,,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,4,1,3,stimuli/m2.jpg,Electronic device & accessory,stimuli/objects/fuse.jpg,28,2021-11-29_18h31.55.145,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,4,1,0.8834,0,27,27,27,1,,,,,,
0,"[1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1]",,,,,,,,,,1,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,4,0,3,stimuli/m5.jpg,Hand labour tool & accessory,stimuli/objects/jumpercables.jpg,28,2021-11-29_18h31.55.145,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,2,0,0.4522,0,28,28,28,1,,,,,,
0,"[1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1]",,,,,,,,,,1,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,4,0,3,stimuli/m5.jpg,Outdoor activity & sport item,stimuli/objects/handgripper.jpg,28,2021-11-29_18h31.55.145,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,3,0,0.7966,0,29,29,29,1,,,,,,
1,"[1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1]",,,,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,3,1,3,stimuli/m5.jpg,Kitchen & utensil,stimuli/objects/servingspoon01.jpg,28,2021-11-29_18h31.55.145,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,3,1,0.6334,0,30,30,30,1,,,,,,
1,"[1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1]",,,,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,1,1,3,stimuli/m2.jpg,Electronic device & accessory,stimuli/objects/ethernetcable02.jpg,28,2021-11-29_18h31.55.145,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,1,1,0.9686,0,31,31,31,1,,,,,,
0,"[1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1]",,,,,,,,,,1,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,4,0,3,stimuli/m5.jpg,Electronic device & accessory,stimuli/objects/alarmclock01.jpg,28,2021-11-29_18h31.55.145,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,1,0,0.7775,0,32,32,32,1,,,,,,
0,"[1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1]",,,,,,,,,,0,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,1,1,3,stimuli/m5.jpg,Kitchen & utensil,stimuli/objects/peeler01.jpg,28,2021-11-29_18h31.55.145,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,4,0,0.6888,0,33,33,33,1,,,,,,
1,"[1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0]",,,,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,2,1,3,stimuli/m5.jpg,Kitchen & utensil,stimuli/objects/corkscrew03a.jpg,28,2021-11-29_18h31.55.145,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,2,1,0.4955,0,34,34,34,1,,,,,,
1,"[1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1]",,,,,,,,,,1,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,2,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,1,1,3,stimuli/m2.jpg,Electronic device & accessory,stimuli/objects/vhstape.jpg,28,2021-11-29_18h31.55.145,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,1,1,0.8656,0,35,35,35,1,,,,,,
0,"[1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1]",,,,,,,,,,0,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,2,1,3,stimuli/m5.jpg,Kitchen & utensil,stimuli/objects/hourglass.jpg,28,2021-11-29_18h31.55.145,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,3,0,1.0328,0,36,36,36,1,,,,,,
0,"[1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0]",,,,,,,,,,0,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,3,1,3,stimuli/m5.jpg,Kitchen & utensil,stimuli/objects/rollingpin01a.jpg,28,2021-11-29_18h31.55.145,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,2,0,0.9624,0,37,37,37,1,,,,,,
1,"[1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0]",,,,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,4,1,3,stimuli/m5.jpg,Kitchen & utensil,stimuli/objects/oven.jpg,28,2021-11-29_18h31.55.145,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,4,1,0.7272,0,38,38,38,1,,,,,,
0,"[1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1]",,,,,,,,,,0,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,2,1,3,stimuli/m5.jpg,Kitchen & utensil,stimuli/objects/dishrack.jpg,28,2021-11-29_18h31.55.145,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,3,0,0.5667,0,39,39,39,1,,,,,,
0,"[1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0]",,,,,,,,,,0,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,2,0,3,stimuli/m5.jpg,Hand labour tool & accessory,stimuli/objects/squeegee01b.jpg,28,2021-11-29_18h31.55.145,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,1,0,0.3511,0,40,40,40,1,,,,,,
0,"[1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0]",,,,,,,,,,0,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,3,1,3,stimuli/m2.jpg,Electronic device & accessory,stimuli/objects/cellphone.jpg,28,2021-11-29_18h31.55.145,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,4,0,0.6661,0,41,41,41,1,,,,,,
0,"[1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0]",,,,,,,,,,0,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,2,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,4,1,3,stimuli/m2.jpg,Electronic device & accessory,stimuli/objects/ipad02.jpg,28,2021-11-29_18h31.55.145,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,2,0,0.3493,0,42,42,42,1,,,,,,
0,"[1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0]",,,,,,,,,,0,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,2,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,1,1,3,stimuli/m2.jpg,Electronic device & accessory,stimuli/objects/djmixer02.jpg,28,2021-11-29_18h31.55.145,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,4,0,0.4859,0,43,43,43,1,,,,,,
0,"[1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0]",,,,,,,,,,0,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,2,1,3,stimuli/m5.jpg,Kitchen & utensil,stimuli/objects/jar02.jpg,28,2021-11-29_18h31.55.145,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,1,0,0.7704,0,44,44,44,1,,,,,,
0,"[1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0]",,,,,,,,,,0,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,2,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,3,0,3,stimuli/m2.jpg,Kitchen & utensil,stimuli/objects/tupperware03a.jpg,28,2021-11-29_18h31.55.145,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,4,0,0.8866,0,45,45,45,1,,,,,,
0,"[1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0]",,,,,,,,,,0,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,2,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,3,0,3,stimuli/m2.jpg,Outdoor activity & sport item,stimuli/objects/hockeygoaliemask.jpg,28,2021-11-29_18h31.55.145,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,2,0,0.4278,0,46,46,46,1,,,,,,
0,"[1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0]",,,,,,,,,,0,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,3,1,3,stimuli/m2.jpg,Electronic device & accessory,stimuli/objects/electricoutlet.jpg,28,2021-11-29_18h31.55.145,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,2,0,1.0633,0,47,47,47,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2021-11-29_18h31.55.145,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,,0,1,1,1,1,condition_files/tasklistB1.csv
0,"[1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0]",,,,,,,,,,0,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,2,0,4,stimuli/m5.jpg,Outdoor activity & sport item,stimuli/objects/baseballbat.jpg,28,2021-11-29_18h31.55.145,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,4,0,0.4015,0,0,0,0,1,,,,,,
0,"[1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0]",,,,,,,,,,0,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,2,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,3,1,4,stimuli/m2.jpg,Kitchen & utensil,stimuli/objects/cork02.jpg,28,2021-11-29_18h31.55.145,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,1,0,0.6316,0,1,1,1,1,,,,,,
0,"[1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0]",,,,,,,,,,0,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,4,1,4,stimuli/m2.jpg,Kitchen & utensil,stimuli/objects/bowl02a.jpg,28,2021-11-29_18h31.55.145,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,3,0,0.3624,0,2,2,2,1,,,,,,
0,"[1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0]",,,,,,,,,,0,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,2,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,2,1,4,stimuli/m2.jpg,Kitchen & utensil,stimuli/objects/spoon01.jpg,28,2021-11-29_18h31.55.145,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,1,0,0.4496,0,3,3,3,1,,,,,,
0,"[1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0]",,,,,,,,,,0,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,1,1,4,stimuli/m2.jpg,Kitchen & utensil,stimuli/objects/cookiecutter.jpg,28,2021-11-29_18h31.55.145,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,3,0,0.846,0,4,4,4,1,,,,,,
0,"[1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0]",,,,,,,,,,0,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,3,1,4,stimuli/m5.jpg,Hand labour tool & accessory,stimuli/objects/knifesharpener.jpg,28,2021-11-29_18h31.55.145,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,1,0,0.7568,0,5,5,5,1,,,,,,
0,"[1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0]",,,,,,,,,,0,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,2,1,4,stimuli/m5.jpg,Hand labour tool & accessory,stimuli/objects/pipewrench.jpg,28,2021-11-29_18h31.55.145,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,3,0,0.5181,0,6,6,6,1,,,,,,
0,"[1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0]",,,,,,,,,,0,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,1,0,4,stimuli/m5.jpg,Electronic device & accessory,stimuli/objects/payphone.jpg,28,2021-11-29_18h31.55.145,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,4,0,0.5129,0,7,7,7,1,,,,,,
0,"[1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0]",,,,,,,,,,0,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,3,1,4,stimuli/m2.jpg,Kitchen & utensil,stimuli/objects/butterknife.jpg,28,2021-11-29_18h31.55.145,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,2,0,0.7518,0,8,8,8,1,,,,,,
0,"[1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]",,,,,,,,,,0,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,3,0,4,stimuli/m2.jpg,Electronic device & accessory,stimuli/objects/desktopcomputer.jpg,28,2021-11-29_18h31.55.145,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,1,0,0.3293,0,9,9,9,1,,,,,,
0,"[1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]",,,,,,,,,,0,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,2,1,4,stimuli/m2.jpg,Kitchen & utensil,stimuli/objects/pitcher02b.jpg,28,2021-11-29_18h31.55.145,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,3,0,0.3999,0,10,10,10,1,,,,,,
0,"[1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",,,,,,,,,,0,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,4,1,4,stimuli/m5.jpg,Hand labour tool & accessory,stimuli/objects/leafrake.jpg,28,2021-11-29_18h31.55.145,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,2,0,1.1159,0,11,11,11,1,,,,,,
0,"[1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",,,,,,,,,,0,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,4,1,4,stimuli/m5.jpg,Hand labour tool & accessory,stimuli/objects/painttray.jpg,28,2021-11-29_18h31.55.145,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,2,0,1.1624,0,12,12,12,1,,,,,,
